Check Dup,Restaurant ID,Restaurant Name,Cuisine Keywords,Chain (Y/N),Address,City,Neighborhood,Google Maps Link,Profile Picture,Operational (Y/N),Coordinates
1,GARCIASM,Garcia's Mexican Food,Mexican,No,"842 Fredericksburg Rd, San Antonio, TX 78201",San Antonio,West Side,"https://www.google.com/maps/place/Garcia's+Mexican+Food+To+Go/@29.4467357,-98.5199479,17z/data=!4m15!1m8!3m7!1s0x865c5f16c6f49879:0x276cc85af5d46ffd!2s842+Fredericksburg+Rd,+San+Antonio,+TX+78201!3b1!8m2!3d29.4517376!4d-98.5133157!16s%2Fg%2F11b8vgp4gb!3m5!1s0x865c5f16c6f18d63:0x243bce48bd434345!8m2!3d29.4517414!4d-98.5133213!16s%2Fg%2F1tf_nqp6?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipMIOAkgBkHH7M0haaErYpR8peefFdd1spe2cpUw=w408-h306-k-no,Yes,"29.4467357,-98.5199479"
1,GENNAROS,Gennaro’s Trattoria,Italian,No,"10018 Startz Rd, Canyon Lake, TX 78133",New Braunfels,Canyon Lake Area,"https://www.google.com/maps/place/Gennaro's+Trattoria/@29.8400548,-98.2764416,16z/data=!3m2!4b1!5s0x865c9cf05cdb28b3:0x4e952128347ead6e!4m6!3m5!1s0x865c9cf05c1a220f:0xdac52efdb75a079f!8m2!3d29.8400502!4d-98.2738667!16s%2Fg%2F11h0xb73s?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipOKq8wtL1raoG9GySsssODkN8ee7UB5Q5GD_TQW=w408-h306-k-no,Yes,"29.8400548,-98.2764416"
1,GINOSDEL,Gino's Deli,"Deli, American",No,"13210 Huebner Rd, San Antonio, TX 78230",San Antonio,Northwest Side,"https://www.google.com/maps/place/Gino's+Deli+@+Stop+%26+Buy/@29.5644436,-98.5575485,17z/data=!4m6!3m5!1s0x865c612683446f3f:0x39873d76b1621ebb!8m2!3d29.5644436!4d-98.5575485!16s%2Fg%2F1tc_92h2?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipPj9Rb4YFcRfXS_z-wapnl1mUFYza8DYagaDKLp=w408-h305-k-no,Yes,"29.5644436,-98.5575485"
1,GIUSEPPE,Giuseppe's Italian Grill Crestway,Italian,No,"5121 Crestway Dr, San Antonio, TX 78239",San Antonio,Windcrest,"https://www.google.com/maps/place/Giuseppe's+Italian+Grill+Crestway/@29.523928,-98.3907492,17z/data=!3m1!4b1!4m6!3m5!1s0x865c8d184ada599b:0x3d8cf8948de32a09!8m2!3d29.523928!4d-98.3881743!16s%2Fg%2F11vt1b0j8r?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipNCFvTWKAi-GcCbT1z2n26Z4fYZSYW2qMmUPdIr=w408-h306-k-no,Yes,"29.5239280,-98.3907492"
1,GUILLERM,Guillermo’s,"Italian, Deli, Pizza",No,"618 McCullough Ave, San Antonio, TX 78215",San Antonio,Downtown SA/River Walk,"https://www.google.com/maps/place/Guillermo's/@29.4341462,-98.4875031,17z/data=!4m15!1m8!3m7!1s0x865c5f56fd7cae85:0x26ec29c334dd3a78!2s618+McCullough+Ave,+San+Antonio,+TX+78215!3b1!8m2!3d29.4341462!4d-98.4875031!16s%2Fg%2F11bw500730!3m5!1s0x865c5f56fd5d10c5:0x1a0e307d37bd0fd5!8m2!3d29.4341831!4d-98.4875436!16s%2Fg%2F1ty74pds?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipOiL-oYx0blgO2tV3FAMoXhkgXgdOaWmGMJpXxB=w408-h408-k-no,Yes,"29.4341462,-98.4875031"
1,HONDOSON,Hondo’s on Main,American,No,"312 W Main St, Fredericksburg, TX 78624",Fredericksburg,Fredericksburg (Downtown),"https://www.google.com/maps/place/Hondo's+On+Main/@30.2782158,-98.8760872,17z/data=!4m15!1m8!3m7!1s0x865bc0fea08ff433:0xd3e6225badcc245f!2s312+W+Main+St,+Fredericksburg,+TX+78624!3b1!8m2!3d30.2782158!4d-98.8760872!16s%2Fg%2F11b8vgmn7c!3m5!1s0x865bc0fea03f3b53:0x59ef0a1a5029a600!8m2!3d30.2781544!4d-98.8761247!16s%2Fg%2F11b77jrt10?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipMdxPgxjBcSnn8YMMVEtx2Uoyw2PkMCuvdrUODK=w408-h306-k-no,Yes,"30.2782158,-98.8760872"
1,INDIAPAL,India Palace,Indian,No,"8474 Fredericksburg Rd Ste 100, San Antonio, TX 78229",San Antonio,Medical Center,"https://www.google.com/maps/place/India+Palace/@29.5198466,-98.5740914,17z/data=!3m1!4b1!4m6!3m5!1s0x865c675346509345:0x99e70d4518963981!8m2!3d29.519842!4d-98.5715165!16s%2Fg%2F1vxf_lhx?entry=ttu&g_ep=EgoyMDI1MDQwMS4wIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipPaOR5h5maxhvY8daDmYmB4mRipbuVNeS67TGVl=w408-h306-k-no,Yes,"29.5198466,-98.5740914"
1,INDIATAJ,India Taj Palace,Indian,No,"20323 Huebner Rd, San Antonio, TX 78258",San Antonio,Stone Oak,"https://www.google.com/maps/place/India+Taj+Palace/@29.6275169,-98.4938078,17z/data=!4m15!1m8!3m7!1s0x865c620dc2bb0369:0xf7f7afd52ac1683d!2s20323+Huebner+Rd,+San+Antonio,+TX+78258!3b1!8m2!3d29.6275169!4d-98.4938078!16s%2Fg%2F11bw3zhl5y!3m5!1s0x865c620dc6d3461d:0x9677227ed449c49b!8m2!3d29.6275613!4d-98.4936739!16s%2Fg%2F1tngqqb3?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipMNEM1qXmLJbQ3Aup37v3XrxCCA64tOtTSP6IFn=w408-h272-k-no,Yes,"29.6275169,-98.4938078"
1,INSPIRIA,Inspiriamo Pizza Lounge,Pizza,No,"4109 Fredericksburg Rd, San Antonio, TX 78229",San Antonio,Northwest Side,"https://www.google.com/maps/place/Inspiriamo+Pizza+Lounge/@29.4852362,-98.5472497,17z/data=!4m15!1m8!3m7!1s0x865c5e417fb1016d:0xf7c0ea0f01c8a6fe!2s4109+Fredericksburg+Rd,+Balcones+Heights,+TX+78201!3b1!8m2!3d29.4852362!4d-98.5472497!16s%2Fg%2F11c3q4q532!3m5!1s0x865c5f007292a947:0xa5058aa0d95acbcf!8m2!3d29.4852362!4d-98.5472497!16s%2Fg%2F11y6f581ds?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipMSQ_47xYXLT11YWqHE0078z1qnbsw3h-XuOdhY=w408-h306-k-no,Yes,"29.4852362,-98.5472497"
1,JACKSCHO,Jack's Chop House,"Steakhouse, American",No,"505 W Main St, Fredericksburg, TX 78624",Fredericksburg,Fredericksburg (Downtown),"https://www.google.com/maps/place/Jack's+Chophouse/@30.275263,-98.8759479,17z/data=!4m15!1m8!3m7!1s0x865bc0fd8ff2ee29:0x4323abafc1a51643!2s505+W+Main+St,+Fredericksburg,+TX+78624!3b1!8m2!3d30.2801273!4d-98.8798107!16s%2Fg%2F11b8zjq3z5!3m5!1s0x865bc1ba1c80f10f:0xb16ac1bf69a77df6!8m2!3d30.2801273!4d-98.8798107!16s%2Fg%2F11shvhbmdn?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipPxi3WOj_HZQ9rYoM72Conzxov7HRnV7-iobf6K=w408-h544-k-no,Yes,"30.2752630,-98.8759479"
1,JULIANSIAH,Julian's Italian Pizzeria and Kitchen (Alamo Heights),"Italian, Pizza",Yes,"6462 N New Braunfels Ave, San Antonio, TX 78209",San Antonio,Alamo Heights,"https://www.google.com/maps/place/Julian's+Italian+Pizzeria+%26+Kitchen/@29.4887357,-98.4659479,17z/data=!4m15!1m8!3m7!1s0x865cf51397524a33:0xd5dfc3600836af17!2s6462+N+New+Braunfels+Ave,+San+Antonio,+TX+78209!3b1!8m2!3d29.4895895!4d-98.4588367!16s%2Fg%2F11rnfclhj8!3m5!1s0x865cf51397565bf7:0x1acd23bd80d4b759!8m2!3d29.4895746!4d-98.4588608!16s%2Fg%2F11c5rtst20?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipME-ewDIxt96d4ttoeNwd0HCVfQOjVLxy4udp2E=w408-h306-k-no,Yes,"29.4887357,-98.4659479"
1,KIRBYSKO,Kirby's Korner Restaurant,"American, Burger",No,"606 N Hwy 123 Bypass, Seguin, TX 78155",Seguin,Seguin,"https://www.google.com/maps/place/Kirby's+Korner+Restaurant/@29.5737075,-97.9444606,17z/data=!3m1!4b1!4m6!3m5!1s0x865cb7eb4602ca8f:0xe93745f7238210dd!8m2!3d29.5737075!4d-97.9418857!16s%2Fg%2F1tfh5256?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipO4YbuZbXV1ee6PKx21KFrc7K5uoC2hBxiuC_39=w408-h306-k-no,Yes,"29.5737075,-97.9444606"
1,KOREANAR,Koreana Restaurant,Korean,No,"2458 Harry Wurzbach Rd, San Antonio, TX 78209",San Antonio,Terrell Hills,"https://www.google.com/maps/place/Koreana+Restaurant/@29.4869552,-98.4293568,17z/data=!4m15!1m8!3m7!1s0x865cf4efffbb528b:0xaf5b3e1026c95676!2s2458+Harry+Wurzbach+Rd,+San+Antonio,+TX+78218!3b1!8m2!3d29.4869552!4d-98.4293568!16s%2Fg%2F11bw3xqqfg!3m5!1s0x865cf4e5559d874b:0x2d3b14f47dfbdad6!8m2!3d29.4868938!4d-98.4295682!16s%2Fg%2F1vqth66r?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipMoQqpjXG1OPkH7e1abfZY-0r9gXtGmFaCttGzT=w408-h306-k-no,Yes,"29.4869552,-98.4293568"
1,LALASGOR,Lala’s Gorditas,Mexican,No,"1600 Roosevelt Ave, San Antonio, TX 78210",San Antonio,Southtown,"https://www.google.com/maps/place/Lala's+Gorditas/@29.387484,-98.4880063,17z/data=!4m6!3m5!1s0x865c597fc029472f:0x56b3d72bd2feadf1!8m2!3d29.3874794!4d-98.4854314!16s%2Fg%2F11h3fv3fqw?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipMANS0owfbeRCbShYgJQYzQOsseGRy8UAz2gTLN=w408-h296-k-no,No,"29.3874840,-98.4880063"
1,LAMARGAR,La Margarita Mexican Restaurant & Oyster Bar,Mexican,Yes,"120 Produce Row, San Antonio, TX 78207",San Antonio,Downtown SA/River Walk,"https://www.google.com/maps/place/La+Margarita+Mexican+Restaurant+%26+Oyster+Bar/@29.4257365,-98.4971351,17z/data=!4m15!1m8!3m7!1s0x865c5f4ccb74a355:0xfed76fc388f795a4!2s120+Produce+Row,+San+Antonio,+TX+78207!3b1!8m2!3d29.4249719!4d-98.4991158!16s%2Fg%2F11bw430pwd!3m5!1s0x865c5f4ccb7388e3:0x19d24fcc4e3cc5a6!8m2!3d29.4249299!4d-98.4990776!16s%2Fg%2F1tg6kzmv?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipOIz4O1gI3QMHgBd1LZA25IJf2LWb86D8Tpbf4G=w408-h271-k-no,Yes,"29.4257365,-98.4971351"
1,LITTLEIT,Little Italy Restaurant & Pizzeria,"Italian, Italian",No,"824 Afterglow St, San Antonio, TX 78216",San Antonio,Northeast Side,"https://www.google.com/maps/place/Little+Italy+Restaurant+%26+Pizzeria/@29.5470539,-98.5064152,17z/data=!4m15!1m8!3m7!1s0x865c604762491a73:0xdf70d1417ab0a34e!2s824+Afterglow+St,+San+Antonio,+TX+78216!3b1!8m2!3d29.5470539!4d-98.5064152!16s%2Fg%2F11b8z2yvcv!3m5!1s0x865c60477a58b2a1:0xef9544657723047a!8m2!3d29.547086!4d-98.506392!16s%2Fg%2F1hg4yv71n?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipNMDGg9sgr7qeLGuKys_qrvMZZuNtwW7FHh37E=w408-h272-k-no,Yes,"29.5470539,-98.5064152"
1,MAHARPER,Ma Harper's Creole Kitchen,Creole,No,"1816 N New Braunfels Ave, San Antonio, TX 78208",San Antonio,East Side,"https://www.google.com/maps/place/Ma+Harper's+Creole+Kitchen/@29.4432083,-98.4629479,17z/data=!4m15!1m8!3m7!1s0x865cf5c2f3c515af:0x7f6e0d398aa10e19!2s1816+N+New+Braunfels+Ave,+San+Antonio,+TX+78208!3b1!8m2!3d29.4411017!4d-98.4607859!16s%2Fg%2F11b8v471h_!3m5!1s0x865cf5c2f2ee6373:0xf84d0d7f32847ae0!8m2!3d29.4411694!4d-98.4607833!16s%2Fg%2F1pv6pszhs?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipPWs69VydSRBC1tbyHk0qfHTa443GgS2wukyr2p=w408-h306-k-no,Yes,"29.4432083,-98.4629479"
1,MAKOSONT,Mako's on the Creek,Mediterranean,No,"169 Buffalo Pl, Cibolo, TX 78108",Cibolo,Cibolo,"https://www.google.com/maps/place/Mako's+on+the+Creek/@29.561263,-98.2339479,17z/data=!4m15!1m8!3m7!1s0x865c936ac749e02d:0xe277d425b144037c!2s169+Buffalo+Pl,+Cibolo,+TX+78108!3b1!8m2!3d29.5577103!4d-98.2421463!16s%2Fg%2F11p_836h5v!3m5!1s0x865c9346a3dd37ef:0x17fafa1f54ea030e!8m2!3d29.5576744!4d-98.2421798!16s%2Fg%2F11h46c81nf?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipMZ4N0Dbw0k7AoaYjFiFiU2jniOjb0NC3gKoISQ=w426-h240-k-no,Yes,"29.5612630,-98.2339479"
1,MAPLEWAF,Maple Waffles,"American, Breakfast",No,"1501 W Theo Ave, San Antonio, TX 78225",San Antonio,West Side,"https://www.google.com/maps/place/Maple+Waffles/@29.3888996,-98.5355704,17z/data=!4m15!1m8!3m7!1s0x865c591ca52ee8a7:0xfca7f9220180f199!2s1501+W+Theo+Ave,+San+Antonio,+TX+78225!3b1!8m2!3d29.3888996!4d-98.5329955!16s%2Fg%2F11pvcvb8zt!3m5!1s0x865c590029e52575:0x3406f94bff8caa91!8m2!3d29.3889035!4d-98.5329968!16s%2Fg%2F11vq2jddjm?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipP4ALKDgUWsrudOIQxqQ0dS9p29B1VLSHe4u2EP=w408-h306-k-no,Yes,"29.3888996,-98.5355704"
1,MAREEMON,Mare E Monte Italian Restaurant (San Antonio),Italian,No,"9390 Huebner Rd, San Antonio, TX 78240",San Antonio,Northwest Side,"https://www.google.com/maps/place/Mare+E+Monte+Italian+Restaurant+(San+Antonio)/@29.5299495,-98.5929858,17z/data=!4m15!1m8!3m7!1s0x865c6741c6b6d5c3:0x91cfcc96e68e91fc!2s9390+Huebner+Rd,+San+Antonio,+TX+78240!3b1!8m2!3d29.5299495!4d-98.5929858!16s%2Fg%2F11pw0hh7c5!3m5!1s0x865c672eace1e0cf:0x3a0a74a32219e0f9!8m2!3d29.5298961!4d-98.5930676!16s%2Fg%2F11y3rh4tl3?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipNItzXyBXwvnfHOWEdtfC_abvuQ-hSMLLod8zRz=w408-h408-k-no,Yes,"29.5299495,-98.5929858"
1,MARIABON,Maria Bonita Mexican Restaurant,Mexican,No,"350 Northaven Dr, San Antonio, TX 78229",San Antonio,Medical Center,"https://www.google.com/maps/place/Maria+Bonita+Restaurant/@29.4954495,-98.5586049,17z/data=!4m15!1m8!3m7!1s0x865c5e13e4f5b2ef:0x889933a7ccc0f3a3!2s350+Northaven+Dr,+San+Antonio,+TX+78229!3b1!8m2!3d29.4954873!4d-98.5564752!16s%2Fg%2F11c1z3km1w!3m5!1s0x865c5fba59f0f621:0x8c4034106485b885!8m2!3d29.4954495!4d-98.5564162!16s%2Fg%2F11q3v22b5s?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipMFz5nubw0b7QysN8md1SM7I_OVKmDzhkDu6F0q=w408-h271-k-no,Yes,"29.4954495,-98.5586049"
1,MAXLOUIE,Max & Louie’s New York Diner,Diner,No,"226 W Bitters Rd #126, San Antonio, TX 78216",San Antonio,North Central,"https://www.google.com/maps/place/Max+and+Louie's+New+York+Diner/@29.5652144,-98.4886982,17z/data=!3m1!4b1!4m6!3m5!1s0x865c61d516f61c75:0xa8fb27b554dc42c2!8m2!3d29.5652098!4d-98.4861233!16s%2Fg%2F11cs2f1hnn?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipN4OEe8Ay0_1Iej0hEjbEEE6gv6GpXO6Lh5pBRL=w408-h306-k-no,Yes,"29.5652144,-98.4886982"
1,MORTONST,Morton’s The Steakhouse,Steakhouse,Yes,"300 E Crockett St, San Antonio, TX 78205",San Antonio,Downtown SA/River Walk,"https://www.google.com/maps/place/Morton's+The+Steakhouse/@29.425614,-98.485614,17z/data=!4m15!1m8!3m7!1s0x865c58aaa4b2af31:0x9b0255e0ea3f842d!2s300+E+Crockett+St,+San+Antonio,+TX+78205!3b1!8m2!3d29.4246372!4d-98.4848896!16s%2Fg%2F11cncgd8ft!3m5!1s0x865c58aa8121136f:0xc489cd22f88ece4f!8m2!3d29.424646!4d-98.484935!16s%2Fg%2F1tgz5xfh?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipPRiNPjrfxpawdZc8H5rTXocNkYiurnXuDxS6YL=w408-h271-k-no,Yes,"29.4256140,-98.4856140"
1,MYRONSPR,Myron’s Prime Steakhouse,Steakhouse,Yes,"10003 NW Military Hwy, San Antonio, TX 78231",San Antonio,Alon Town Center,"https://www.google.com/maps/place/Myron's+Prime+Steakhouse/@29.5536816,-98.5392739,17z/data=!3m1!4b1!4m6!3m5!1s0x865c60fc1711d917:0x24feb6fc3eaefc64!8m2!3d29.553677!4d-98.536699!16s%2Fg%2F1tdb4q2v?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipOLmv3sryrHiWSMOgsLEpByRfJGTgwuNskRyBq9=w408-h271-k-no,Yes,"29.5536816,-98.5392739"
1,NICKSTAC,Nick’s Tacos & Catering,Mexican,No,"606 New Laredo Hwy, San Antonio, TX 78211",San Antonio,South Side,"https://www.google.com/maps/place/Nick's+Taco's+And+Catering/@29.3660103,-98.5481372,17z/data=!4m15!1m8!3m7!1s0x865c59a2ef828753:0x159fece8a44c7f2a!2s606+New+Laredo+Hwy,+San+Antonio,+TX+78211!3b1!8m2!3d29.3660103!4d-98.5481372!16s%2Fg%2F11bw4dvdwy!3m5!1s0x865c5f20d8c14063:0x37f55e759f4c7f28!8m2!3d29.3660103!4d-98.5481372!16s%2Fg%2F1tgq71y6?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipOWKMBR4RhC3d0dnVC0J7y-gMH1rFylJgdG9cxi=w426-h240-k-no,Yes,"29.3660103,-98.5481372"
1,NORTHERN,Northern D' Lights of Texas,"American, Diner",No,"1248 Farm-To-Market Rd 78 #101, Schertz, TX 78154",Schertz,Schertz,"https://www.google.com/maps/place/Northern+D'+Lights+of+Texas/@29.5583742,-98.2539004,17z/data=!3m1!4b1!4m6!3m5!1s0x865c9361820b6419:0x4dc98f3183a5da92!8m2!3d29.5583742!4d-98.2539004!16s%2Fg%2F11vwmkxsxn?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipNVxD7U3AbSZGagM1ALzKHxc1qNtifVp7boL5h7=w408-h544-k-no,Yes,"29.5583742,-98.2539004"
1,PASHAEXP,Pasha Express Mediterranean,Mediterranean,Yes,"10650 Culebra Rd, San Antonio, TX 78251",San Antonio,Alamo Ranch,"https://www.google.com/maps/place/Pasha+Express+Mediterranean/@29.4924608,-98.7022377,17z/data=!4m15!1m8!3m7!1s0x865c4287d9a3e045:0xa5e8833080b30ca4!2s10650+Culebra+Rd,+San+Antonio,+TX+78251!3b1!8m2!3d29.4924608!4d-98.7022377!16s%2Fg%2F11bw3xr918!3m5!1s0x865c4287d7855555:0xd5dde610c79aa535!8m2!3d29.492394!4d-98.7023276!16s%2Fg%2F11gg_wpw1q?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipOiyXtYxSDzxyH0sXd0lPG6U4SKZeB9bnBluby4=w408-h408-k-no,Yes,"29.4924608,-98.7022377"
1,PEGGYSON,Peggy’s on the Green,"American, Southern",No,"128 W Blanco Rd, Boerne, TX 78006",Boerne,Boerne (Downtown),"https://www.google.com/maps/place/Peggy's+on+the+Green/@29.7941824,-98.7338011,17z/data=!4m15!1m8!3m7!1s0x865c76bb83445b09:0xc3233de66fba2c23!2s128+W+Blanco+Rd,+Boerne,+TX+78006!3b1!8m2!3d29.7941824!4d-98.7338011!16s%2Fg%2F11bw3yj9bv!3m5!1s0x865c76bbf94e5c7b:0x6f960f89b9b6e02d!8m2!3d29.7940612!4d-98.733695!16s%2Fg%2F11c1ttb0r6?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipMGECPqLfM_s5YpKDa_67GomjGXW-FXNjHxi4SE=w408-h579-k-no,Yes,"29.7941824,-98.7338011"
1,PHOVNBIS,Pho VN Bistro,Vietnamese,No,"11503 NW Military Hwy #307, San Antonio, TX 78231",San Antonio,Alon Town Center,"https://www.google.com/maps/place/Pho+VN+Bistro/@29.5543675,-98.5388513,17z/data=!3m1!4b1!4m6!3m5!1s0x865c613346c143fb:0x5b730ca8f1d2b195!8m2!3d29.5543629!4d-98.5362764!16s%2Fg%2F11p0y_4wx8?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipNqw9GF-9r2SwjuTARxi9JHio8lNZMxEXmvLsnU=w408-h306-k-no,Yes,"29.5543675,-98.5388513"
1,PONCHOSM,Poncho’s Mexican Buffet,Mexican,Yes,Multiple locations (closed),San Antonio,Various,"N/A (closed chain, no active link)",https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Pancho%27s_New_Logo_2.png/300px-Pancho%27s_New_Logo_2.png,No,Not found
1,POPOTRAT,Po Po Trattoria Pizzeria - Huebner Road,"Italian, Pizza",Yes,"15614 Huebner Rd, San Antonio, TX 78248",San Antonio,Churchill Estates/North Central,"https://www.google.com/maps/place/Po+Po+Trattoria+Pizzeria+-+Huebner+Road/@29.5832869,-98.534455,16.5z/data=!4m15!1m8!3m7!1s0x865c6174bb3ed8bd:0x9a4032ead3a2d9c9!2s15614+Huebner+Rd,+San+Antonio,+TX+78248!3b1!8m2!3d29.584827!4d-98.5328374!16s%2Fg%2F11bw3fgl2s!3m5!1s0x865c61699ebfbbad:0x20fae1afbd016ca!8m2!3d29.5852687!4d-98.5328032!16s%2Fg%2F11rlp1758c?entry=ttu&g_ep=EgoyMDI1MDQwMi4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipOy5xxNQtCf9EzGX3PsHsDRKTSIWfuW9Ss_yk4g=w408-h306-k-no,Yes,"29.5832869,-98.5344550"
